Citance Number: 1 | Reference Article: N06-2049.xml | Citing Article: C10-2139.xml | Citation Marker Offset: ['290'] | Citation Marker: Zh ang et al., 200 6 | Citation Offset: ['290','305'] | Citation Text: <S sid ="290" ssid = "189">AS C U MS R PK U (Zh ang et al., 200 6) 95.</S><S sid ="305" ssid = "204">2 Table 5: Segmentation performance presented in previous work and of our combination model.</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 2 | Reference Article: N06-2049.xml | Citing Article: D13-1031.xml | Citation Marker Offset: ['274'] | Citation Marker: 2006 | Citation Offset: ['273','274'] | Citation Text: <S sid ="273" ssid = "109">CRF + Rule system represents a combination of CRF model and rule based model presented in Zhang et al.</S><S sid ="274" ssid = "110">(2006).</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 3 | Reference Article: N06-2049.xml | Citing Article: I08-4009.xml | Citation Marker Offset: ['19'] | Citation Marker: Zhang et al., 2006a | Citation Offset: ['19'] | Citation Text: <S sid ="19" ssid = "19">Consequently, many strategies are proposed to balance the IV and OOV performance (Goh et al., 2005), (Zhang et al., 2006a).</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 5 | Reference Article: N06-2049.xml | Citing Article: I08-4015.xml | Citation Marker Offset: ['36'] | Citation Marker: Zhang et al., 2006 | Citation Offset: ['36'] | Citation Text: <S sid ="36" ssid = "22">After we get word-based segmentation result, we use it to revise the CRF tagging result similar to (Zhang et al., 2006).</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 6 | Reference Article: N06-2049.xml | Citing Article: I08-4030.xml | Citation Marker Offset: ['13'] | Citation Marker: R. Zhang et al., 2006 | Citation Offset: ['13'] | Citation Text: <S sid ="13" ssid = "13">If the confidence of a character is lower than the threshold, the tag of that character will be adjusted to the tag assigned by the Maximum Probability Segmentation (R. Zhang et al., 2006).</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 8 | Reference Article: N06-2049.xml | Citing Article: J11-1005.xml | Citation Marker Offset: ['277'] | Citation Marker: 2006 | Citation Offset: ['277'] | Citation Text: <S sid ="277" ssid = "168">We chose the three models that achieved at least one best score in the closed tests from Emerson (2005), as well as the sub-word-based model of Zhang, Kikui, and Sumita (2006) for comparison.</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 9 | Reference Article: N06-2049.xml | Citing Article: N09-1007.xml | Citation Marker Offset: ['134'] | Citation Marker: Zhang et al., 2006 | Citation Offset: ['134'] | Citation Text: <S sid ="134" ssid = "17">Z06-a and Z06-b represents the pure sub- word CRF model and the conﬁdence-based combination of CRF and rule-based models, respectively (Zhang et al., 2006);</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

Citance Number: 10 | Reference Article: N06-2049.xml | Citing Article: P06-2123.xml | Citation Marker Offset: ['197'] | Citation Marker: Zhang et al., 2006 | Citation Offset: ['197'] | Citation Text: <S sid ="197" ssid = "75">Detailed descriptions about subword tagging by CRF can be found in our paper (Zhang et al., 2006).</S> | Reference Offset: ['44'] | Reference Text: <S sid="44" ssid="22">We downloaded and used the package “CRF++” from the site “http://www.chasen.org/˜taku/software.” According to the CRFs, the probability of an IOB tag sequence, T = t0 t1 · · · tM , given the word sequence, W = w0 w1 · · · wM , is defined by p(T |W ) = and current observation ti simultaneously; gk (ti , W ), the unigram feature functions because they trigger only current observation ti . λk and µk are the model parameters corresponding to feature functions fk and gk respectively.</S> | Discourse Facet: Method | Annotator: TSR_Sent_Class | 

